customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Contract_One year,Contract_Two year
6248-BSHKG,No,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.4,1226.45,True,False
6248-TKCQV,No,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),80.6,5460.2,False,True
6250-CGGUN,No,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,No,Electronic check,84.4,4484.05,True,False
6252-DFGTK,No,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Credit card (automatic),68.1,2479.25,True,False
6253-GNHWH,No,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Mailed check,71.1,5224.95,False,True
6253-WRFHY,No,Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,Electronic check,64.75,877.35,True,False
6257-DTAYD,No,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),104.15,7365.3,False,True
6257-RJOHI,No,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Mailed check,50.8,202.3,False,False
6258-NGCNG,No,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,23.5,173.0,False,False
6258-PVZWJ,No,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),90.8,6302.85,False,True
6259-WJQLC,No,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Credit card (automatic),81.1,2619.25,False,False
6260-ONULR,No,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,Mailed check,62.8,62.8,False,False
6260-XLACS,No,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.7,117.8,True,False
6261-LHRTG,No,Female,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Yes,Credit card (automatic),54.75,1406.9,False,False
6261-RCVNS,Yes,Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Credit card (automatic),73.9,3160.55,True,False
6265-FRMTQ,No,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.4,609.1,False,True
6265-SXWBU,No,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,Credit card (automatic),95.75,6511.25,True,False
6266-QHOJZ,No,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Electronic check,89.85,5844.65,True,False
6267-DCFFZ,No,Female,1,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,90.05,2627.2,False,False
6270-OMFIW,Yes,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,94.4,5610.25,True,False
6275-YDUVO,Yes,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,Mailed check,86.2,178.7,False,False
6278-FEPBZ,No,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.25,186.15,False,False
6281-FKEWS,No,Female,0,No,No,44,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,49.05,2265.0,True,False
6283-GITPX,No,Male,0,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),76.9,5522.7,False,True
6284-AHOOQ,Yes,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,Bank transfer (automatic),90.5,1910.6,False,False
6284-KMNUF,No,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,98.0,5270.6,True,False
6285-FTQBF,No,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),25.55,1867.7,False,True
6286-SUUWT,No,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.95,19.95,False,False
6286-ZHAOK,No,Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),25.55,507.4,False,False
6288-CHQJB,No,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,No,Bank transfer (automatic),69.95,3871.85,False,True
6288-LBEAR,No,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Yes,Mailed check,79.1,1783.75,False,False
6289-CPNLD,Yes,Male,0,Yes,Yes,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Mailed check,73.9,2405.05,True,False
6292-TOSSS,No,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.9,1195.25,False,True
6295-OSINB,No,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,109.65,7880.25,False,True
6296-DDOOR,No,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,No,Electronic check,58.2,1045.25,True,False
6297-NOOPG,No,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,110.5,7752.05,False,True
6298-QDFNH,Yes,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,79.35,1730.35,False,False
6300-BWMJX,No,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,No,Electronic check,93.35,5386.5,False,False
6302-JGYRJ,Yes,Male,0,No,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Mailed check,79.45,2587.7,True,False
6303-KFWSL,No,Female,0,No,No,29,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,Electronic check,55.25,1620.2,True,False
6304-IJFSQ,Yes,Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Yes,Mailed check,49.9,130.1,False,False
6305-YLBMM,Yes,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),104.05,7262.0,True,False
6308-CQRBU,No,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Electronic check,109.25,7707.7,False,True
6311-UEUME,Yes,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,78.9,2384.15,False,False
6313-GIDIT,Yes,Male,1,No,No,53,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,54.45,2854.55,False,False
6317-YPKDH,Yes,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,No,Bank transfer (automatic),29.95,29.95,False,False
6319-IEJWJ,Yes,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,90.2,1776.55,False,False
6319-QSUSR,No,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.7,216.2,False,False
6322-HRPFA,No,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Credit card (automatic),59.6,2970.3,False,False
6322-PJJDJ,No,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,94.8,4690.65,False,True
6323-AYBRX,Yes,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.35,1099.6,False,True
6326-MTTXK,Yes,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,Electronic check,100.85,819.55,False,False
6328-ZPBGN,Yes,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),95.15,997.65,False,False
6330-JKLPC,Yes,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),80.5,896.9,False,False
6331-EWIEB,Yes,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,85.25,1734.5,False,False
6331-LWDTQ,Yes,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Credit card (automatic),72.15,794.25,False,False
6332-FBZRI,No,Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),69.35,4653.25,True,False
6333-YDVLT,No,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),110.0,7138.65,True,False
6338-AVWCY,Yes,Male,0,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Yes,Mailed check,40.15,130.75,False,False
6339-DKLMK,No,Female,0,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,Electronic check,31.65,389.95,False,False
6339-RZCBJ,No,Male,0,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),78.9,3771.5,False,True
6339-TBELP,No,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,Credit card (automatic),86.4,6172.0,False,True
6339-YPSAH,No,Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,73.8,704.3,False,False
6340-DACFT,No,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.55,1070.25,False,True
6341-AEVKX,No,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,104.3,6613.65,True,False
6341-JVQGF,No,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed check,81.15,2545.75,True,False
6344-SFJVH,No,Female,0,No,No,20,No,No phone service,DSL,No,No,No,No,No,No,No,Credit card (automatic),24.9,505.95,False,False
6345-FZOQH,No,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.9,1363.45,False,True
6345-HOVES,No,Male,0,No,No,34,No,No phone service,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),25.05,852.7,False,False
6345-ULYRW,Yes,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,Mailed check,88.4,3912.9,True,False
6347-DCUIK,Yes,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,74.15,811.8,False,False
6348-SNFUS,No,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),55.45,4179.2,False,True
6349-JDHQP,No,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.85,1049.6,False,True
6350-XFYGW,No,Male,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,94.75,422.4,False,False
6351-SCJKT,No,Male,0,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No,Mailed check,41.35,107.25,False,False
6352-GIGGQ,No,Male,0,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),88.8,5903.15,True,False
6352-TWCAU,Yes,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,86.45,3029.1,False,False
6353-BRMMA,No,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),104.1,5645.8,False,False
6356-ELRKD,Yes,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,95.6,95.6,False,False
6357-JJPQT,No,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,80.5,232.35,False,False
6358-LYNGM,Yes,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.9,74.9,False,False
6360-SVNWV,No,Female,1,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Credit card (automatic),73.55,2094.65,False,False
6362-QHAFM,No,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,108.3,4586.15,True,False
6365-HITVU,No,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),87.25,6328.7,False,True
6365-MTGZX,Yes,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,96.0,2122.45,False,False
6366-XIVKZ,No,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Yes,Mailed check,63.15,816.8,False,False
6366-ZGQGL,Yes,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),24.8,24.8,False,False
6368-NWMCE,No,Female,0,No,No,38,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Credit card (automatic),68.15,2656.3,False,False
6368-TZZDT,No,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.5,96.85,False,True
6369-MCAKO,No,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),89.05,6185.8,False,True
6370-ZVHDV,No,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),25.3,1554.9,False,True
6371-NZYEG,No,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,Mailed check,64.25,1024.0,False,True
6372-RFVNS,Yes,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,78.8,78.8,False,False
6374-AFWOX,No,Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,Mailed check,65.65,3047.15,False,True
6374-NTQLP,No,Male,1,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),104.1,7447.7,False,True
6376-GAHQE,Yes,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,77.85,299.2,False,False
6377-KSLXC,No,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.95,107.05,False,False
6377-WHAOX,No,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.15,6411.25,False,False
6379-RXJRQ,Yes,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.1,659.65,False,False
6380-ARCEH,No,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.2,20.2,False,False
6383-ZTSIW,No,Female,1,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Mailed check,99.1,3877.95,True,False
6384-VMJHP,No,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),73.0,5265.2,False,True
6386-SZZKH,Yes,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),107.95,5293.2,False,True
6388-TABGU,No,Male,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Bank transfer (automatic),56.15,3487.95,True,False
6390-DSAZX,Yes,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Mailed check,73.6,73.6,False,False
6393-WRYZE,Yes,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,97.65,3207.55,False,False
6394-HHHZM,No,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.7,57.5,False,False
6394-MFYNG,Yes,Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),107.4,5121.3,False,False
6397-JNZZG,Yes,Female,1,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),55.55,2342.2,False,False
6400-BWQKW,Yes,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,79.05,434.5,False,False
6402-EJMWF,No,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Yes,Mailed check,55.3,238.5,False,False
6402-SSEJG,No,Female,0,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,61.05,1540.2,True,False
6402-ZFPPI,Yes,Female,1,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Mailed check,102.8,2660.2,False,False
6407-GSJNL,No,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.95,1288.0,False,True
6407-UTSLV,No,Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),83.8,163.7,False,False
6408-OTUBZ,No,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),104.55,6779.05,True,False
6408-WHTEF,No,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,89.4,6376.55,False,True
6410-LEFEN,Yes,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,45.15,416.45,False,False
6413-XKKPU,Yes,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Electronic check,89.4,1539.45,False,False
6416-JNVRK,No,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,No,Credit card (automatic),55.65,2688.85,True,False
6416-TVAIH,Yes,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,68.5,68.5,False,False
6416-YJTTB,No,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,Bank transfer (automatic),79.5,795.65,False,False
6418-HNFED,No,Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),83.25,4089.45,False,True
6418-PIQSP,No,Female,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Mailed check,81.0,4985.9,False,True
6419-ZTTLE,No,Male,1,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,20.75,485.2,True,False
6421-SZVEM,No,Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Yes,Bank transfer (automatic),82.85,2320.8,True,False
6424-ELEYH,Yes,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),74.75,229.5,False,False
6425-JWTDV,No,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.25,855.1,False,True
6425-YQLLO,Yes,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),105.95,6975.25,True,False
6427-FEFIG,No,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,Credit card (automatic),78.6,1846.65,False,True
6429-SHBCB,No,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,No,Mailed check,69.6,1394.55,False,False
6432-TWQLB,Yes,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Yes,Electronic check,85.4,401.1,False,False
6434-TTGJP,No,Male,0,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Credit card (automatic),53.7,521.0,False,True
6435-SRWBJ,No,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,Electronic check,82.75,417.75,False,False
6435-VWCCY,No,Male,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Credit card (automatic),92.7,5968.4,False,True
6437-UDQJM,No,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),84.1,6129.65,False,True
6437-UKHMV,Yes,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,79.7,586.05,False,False
6439-GTPCA,Yes,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,Electronic check,87.25,3941.7,False,False
6439-LAJXL,No,Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Mailed check,68.95,593.85,False,False
6439-PKTRR,No,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Electronic check,80.7,5617.95,False,True
6440-DKQGE,No,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,No,Credit card (automatic),64.5,1929.95,True,False
6445-TNRXS,No,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),114.7,7849.85,False,True
6447-EGDIV,No,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.95,683.25,True,False
6447-GORXK,No,Male,0,No,Yes,31,No,No phone service,DSL,No,No,No,No,No,No,No,Credit card (automatic),25.0,789.2,False,False
6457-GIRWB,Yes,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.35,69.35,False,False
6457-USBER,Yes,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,80.8,80.8,False,False
6458-CYIDZ,No,Female,1,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No,Electronic check,80.7,374.8,False,False
6461-PPAXN,No,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Bank transfer (automatic),54.95,1916.0,True,False
6461-SZMCV,No,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),87.95,6365.35,False,True
6463-HHXJR,No,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,Bank transfer (automatic),100.5,7030.65,False,True
6463-MVYRY,No,Female,1,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,No,Bank transfer (automatic),69.85,4003.0,False,True
6464-KEXXH,No,Male,0,No,No,8,No,No phone service,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),25.25,186.3,False,False
6465-GSRCL,No,Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),106.6,7244.7,True,False
6467-CHFZW,Yes,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,99.35,4749.15,False,False
6469-MRVET,No,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,20.2,20.2,True,False
6469-QJKZW,No,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,20.15,91.4,False,False
6473-ULUHT,No,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Electronic check,84.9,1398.25,False,False
6474-FVJLC,Yes,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,86.0,165.45,False,False
6475-VHUIZ,No,Female,0,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,No,No,No,Electronic check,54.25,1221.55,False,False
6476-EPYZR,No,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.5,255.5,False,False
6476-YHMGA,No,Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),76.5,1155.6,False,False
6478-HRRCZ,No,Male,0,Yes,No,32,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,No,Mailed check,70.5,2201.75,True,False
6479-OAUSD,No,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.9,510.8,True,False
6479-SZPLM,No,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.45,754.5,False,True
6479-VDGRK,No,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),85.3,6129.2,False,True
6480-YAGIY,No,Male,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),112.2,5031.85,True,False
6481-ESCNL,No,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),100.55,2878.75,False,False
6481-LXPWL,No,Male,0,Yes,Yes,56,No,No phone service,DSL,No,Yes,Yes,No,No,No,Yes,Credit card (automatic),36.1,1971.5,True,False
6481-OGDOO,Yes,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Credit card (automatic),90.6,6056.15,True,False
6483-OATDN,No,Male,0,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Credit card (automatic),51.3,411.6,False,False
6484-LATFU,No,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,24.55,1657.4,False,True
6485-QXWWE,No,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),26.0,1638.7,False,True
6486-LHTMA,No,Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Electronic check,90.7,2835.5,True,False
6490-FGZAT,No,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.65,109.3,False,False
